priority,topic,modality,tag,idx,trigger,stem,description,search_terms,svg_feasible,svg,error
1,Cardiovascular Disease,ECG,Harrison,3041,ECG shows,"A 78-year-old man with HTN, DM, and recent hip fracture (3 weeks post-ORIF) presents with rest angina. He's on enoxaparin 40mg daily for DVT prophylaxis, metoprolol 25mg BID, and o","ECG showing Wellens' syndrome with characteristic deeply inverted T waves in precordial leads V2-V3, indicating critical LAD stenosis in a patient with recent rest angina.",Wellens syndrome ECG | biphasic T waves precordial leads | deep inverted T waves V2 V3 LAD | Wellens type B ECG | critical LAD stenosis ECG,True,<svg viewBox='0 0 800 400' xmlns='http://www.w3.org/2000/svg'><defs><pattern id='grid' width='5' height='5' patternUnits='userSpaceOnUse'><path d='M 5 0 L 0 0 0 5' fill='none' stroke='#ffcccc' stroke-width='0.3'/></pattern><pattern id='gridBold' width='25' height='25' patternUnits='userSpaceOnUse'><path d='M 25 0 L 0 0 0 25' fill='none' stroke='#ffaaaa' stroke-width='0.5'/></pattern></defs><rect width='800' height='400' fill='url(#grid)'/><rect width='800' height='400' fill='url(#gridBold)'/><text x='20' y='30' font-family='Arial' font-size='14' font-weight='bold'>Wellens Syndrome - Type B (deeply inverted T waves)</text><g id='V1'><text x='30' y='100' font-family='Arial' font-size='12' font-weight='bold'>V1</text><path d='M 50 150 L 60 150 Q 62 148 63 140 L 65 115 L 67 145 L 68 155 L 70 150 L 100 150 L 102 145 L 104 150 L 150 150' stroke='black' stroke-width='1.5' fill='none'/></g><g id='V2'><text x='180' y='100' font-family='Arial' font-size='12' font-weight='bold'>V2</text><path d='M 200 150 L 210 150 Q 212 148 213 142 L 216 118 L 219 148 L 220 158 L 222 150 L 240 150 L 242 155 Q 250 175 258 175 Q 266 175 274 155 L 276 150 L 300 150' stroke='black' stroke-width='1.5' fill='none'/></g><g id='V3'><text x='330' y='100' font-family='Arial' font-size='12' font-weight='bold'>V3</text><path d='M 350 150 L 360 150 Q 362 148 363 140 L 366 112 L 369 150 L 370 162 L 372 150 L 390 150 L 392 155 Q 400 180 408 180 Q 416 180 424 155 L 426 150 L 450 150' stroke='black' stroke-width='1.5' fill='none'/></g><g id='V4'><text x='480' y='100' font-family='Arial' font-size='12' font-weight='bold'>V4</text><path d='M 500 150 L 510 150 Q 512 148 513 138 L 516 108 L 519 152 L 520 164 L 522 150 L 540 150 L 542 155 Q 548 170 554 170 Q 560 170 566 155 L 568 150 L 590 150' stroke='black' stroke-width='1.5' fill='none'/></g><g id='V5'><text x='30' y='250' font-family='Arial' font-size='12' font-weight='bold'>V5</text><path d='M 50 300 L 60 300 Q 62 298 63 290 L 66 265 L 69 302 L 70 312 L 72 300 L 90 300 L 92 305 Q 96 315 100 315 Q 104 315 108 305 L 110 300 L 150 300' stroke='black' stroke-width='1.5' fill='none'/></g><g id='V6'><text x='180' y='250' font-family='Arial' font-size='12' font-weight='bold'>V6</text><path d='M 200 300 L 210 300 Q 212 298 213 288 L 216 260 L 219 303 L 220 314 L 222 300 L 240 300 L 242 304 Q 246 310 250 310 Q 254 310 258 304 L 260 300 L 300 300' stroke='black' stroke-width='1.5' fill='none'/></g><text x='330' y='280' font-family='Arial' font-size='11' fill='red'>← Deep T wave inversion V2-V4</text><text x='330' y='300' font-family='Arial' font-size='11' fill='red'>Critical proximal LAD stenosis</text><text x='330' y='320' font-family='Arial' font-size='11' fill='red'>High risk for anterior MI</text></svg>,
1,Cardiovascular Disease,ECG,Harrison,3055,ECG shows,An 85-year-old man with moderate dementia (MMSE 18) and hypertension is brought by family 3 hours after witnessing him clutch his chest and become diaphoretic. He cannot describe s,ECG showing ST-segment elevations consistent with acute STEMI (ST-elevation myocardial infarction) in an elderly patient presenting late with chest pain.,acute STEMI ECG | anterior STEMI ST elevation | acute myocardial infarction ECG elderly | tombstone ST elevation ECG | hyperacute T waves STEMI,True,<svg viewBox='0 0 600 200' xmlns='http://www.w3.org/2000/svg'><rect width='600' height='200' fill='#fff'/><defs><pattern id='grid' width='5' height='5' patternUnits='userSpaceOnUse'><path d='M 5 0 L 0 0 0 5' fill='none' stroke='#ffcccc' stroke-width='0.3'/></pattern><pattern id='gridBold' width='25' height='25' patternUnits='userSpaceOnUse'><path d='M 25 0 L 0 0 0 25' fill='none' stroke='#ffaaaa' stroke-width='0.6'/></pattern></defs><rect width='600' height='200' fill='url(#grid)'/><rect width='600' height='200' fill='url(#gridBold)'/><g stroke='#000' stroke-width='1.5' fill='none'><path d='M 20 100 L 60 100 L 65 95 L 70 110 L 73 100 L 78 100 L 88 100 L 98 95 L 108 100 L 118 102 L 138 102 L 140 100 L 160 100 L 165 95 L 170 110 L 173 100 L 178 100 L 188 100 L 198 95 L 208 100 L 218 102 L 238 102 L 240 100 L 260 100 L 265 95 L 270 110 L 273 100 L 278 100 L 288 100 L 298 95 L 308 100 L 318 102 L 338 102 L 340 100'/><path d='M 60 100 Q 75 100 88 70 Q 98 45 108 42 Q 118 40 138 38 Q 148 40 158 75 L 160 100' fill='none' stroke='#d00' stroke-width='2'/><path d='M 160 100 Q 175 100 188 70 Q 198 45 208 42 Q 218 40 238 38 Q 248 40 258 75 L 260 100' fill='none' stroke='#d00' stroke-width='2'/><path d='M 260 100 Q 275 100 288 70 Q 298 45 308 42 Q 318 40 338 38 Q 348 40 358 75 L 360 100' fill='none' stroke='#d00' stroke-width='2'/></g><text x='10' y='15' font-family='Arial' font-size='12' fill='#000'>Lead V2-V3 (Anterior)</text><text x='10' y='195' font-family='Arial' font-size='10' fill='#666'>Marked ST elevation with tombstone morphology</text></svg>,
1,Cardiovascular Disease,ECG,Harrison,3053,ECG shows,"An 81-year-old man with heart failure (EF 35%), CKD stage 3a, and diabetes presents 4 hours after chest pain onset. ECG shows anterior STEMI. He arrives at a non-PCI hospital; tran",,,False,,Unterminated string starting at: line 5 column 10 (char 337)
1,Cancer & Oncology,Smear/Histopath,Hazzard,2758,biopsy shows,A 77-year-old man on active surveillance for low-risk prostate cancer (Gleason 3+3) presents with new nocturia 4x/night and PSA rise from 4.2 to 8.1 over 6 months. He recently star,"Histopathology showing Gleason grade 4 or 5 prostate adenocarcinoma with cribriform pattern, poorly formed glands, or single infiltrating cells representing disease progression.",Gleason grade 4 prostate adenocarcinoma histology | Gleason 4+4 prostate cancer histopathology | prostate cancer cribriform pattern | Gleason score 8 prostate histology | high grade prostate adenocarcinoma microscopy,False,,
1,Cardiovascular Disease,ECG,Harrison,3042,ECG shows,"An 83-year-old woman with diabetes, mild dementia, and recurrent UTIs presents with 3 hours of substernal pressure. She takes metformin, donepezil, and prophylactic nitrofurantoin.",,,False,,Unterminated string starting at: line 5 column 10 (char 339)
1,Cancer & Oncology,CT/MRI,Hazzard,2743,MRI brain shows,A 76-year-old woman with stage IIIA breast cancer completed chemotherapy 2 months ago and now reports difficulty concentrating and forgetfulness affecting her ability to manage fin,Normal brain MRI or CT showing no structural abnormalities in a patient with chemotherapy-related cognitive impairment (chemo brain),normal brain MRI | chemotherapy-related cognitive impairment chemo brain | post-chemotherapy cognitive dysfunction normal imaging | cancer-related cognitive impairment normal CT brain,False,,
1,Cancer & Oncology,CT/MRI,Hazzard,2759,MRI brain shows,An 81-year-old man with metastatic castration-resistant prostate cancer on enzalutamide develops confusion and word-finding difficulty over 2 weeks. Wife reports he forgot grandchi,Brain MRI showing posterior reversible encephalopathy syndrome (PRES) with bilateral subcortical white matter T2/FLAIR hyperintensities in the parieto-occipital regions in a patient on enzalutamide.,PRES MRI posterior reversible encephalopathy syndrome | enzalutamide PRES brain MRI | PRES FLAIR parieto-occipital white matter hyperintensity | posterior reversible encephalopathy syndrome neuroimaging | drug-induced PRES MRI brain,False,,
1,Cancer & Oncology,Other imaging+Smear/Histopath,Hazzard,2804,Biopsy reveals,A 77-year-old woman on chronic prednisone 15mg daily for polymyalgia rheumatica presents with an enlarging 3cm pink nodule on her right forearm that appeared 6 weeks ago. Biopsy re,Histopathology showing atypical lymphoid infiltrate in the dermis with large pleomorphic cells consistent with diffuse large B-cell lymphoma (primary cutaneous B-cell lymphoma) in an immunosuppressed patient,primary cutaneous diffuse large B-cell lymphoma histopathology | cutaneous B-cell lymphoma dermis biopsy | diffuse large B-cell lymphoma skin histology | primary cutaneous DLBCL histopathology immunosuppressed,False,,
1,Cancer & Oncology,Smear/Histopath,Hazzard,2808,Biopsy reveals,A 78-year-old woman with diabetes and peripheral neuropathy presents with a non-healing ulcer on her heel for 8 months. Biopsy reveals well-differentiated SCC arising in chronic wo,"Histopathology showing well-differentiated squamous cell carcinoma with keratin pearls, intercellular bridges, and atypical squamous cells arising from the edge of a chronic ulcer",well-differentiated squamous cell carcinoma histopathology | SCC keratin pearls histology | Marjolin ulcer histopathology | squamous cell carcinoma chronic wound | well-differentiated SCC keratinization,False,,
1,Cancer & Oncology,CT/MRI,Hazzard,2776,MRI shows stable treated brain metastases without new lesion,A 76-year-old woman with EGFR-mutant stage IV NSCLC on osimertinib for 18 months presents with confusion and falls. Head MRI shows stable treated brain metastases without new lesio,MRI brain showing leptomeningeal enhancement along cerebral sulci and cerebellar folia consistent with leptomeningeal carcinomatosis in NSCLC patient on osimertinib,leptomeningeal carcinomatosis MRI | leptomeningeal metastases NSCLC MRI contrast | leptomeningeal enhancement brain MRI FLAIR | carcinomatous meningitis MRI NSCLC | leptomeningeal spread lung cancer MRI,False,,
1,Cancer & Oncology,Smear/Histopath,Hazzard,2810,Biopsy shows,A 79-year-old woman with rheumatoid arthritis on methotrexate 15mg weekly presents with multiple hyperkeratotic lesions on sun-exposed areas. Biopsy shows 'keratoacanthoma-like' SC,"Histopathology showing keratoacanthoma-like squamous cell carcinoma with cup-shaped architecture, keratin-filled crater, atypical squamoproliferative changes, and dermal invasion.",keratoacanthoma-like squamous cell carcinoma histopathology | keratoacanthoma type squamous cell carcinoma biopsy | methotrexate induced squamous cell carcinoma keratoacanthoma | keratoacanthoma histology crater keratin | immunosuppression squamous cell carcinoma histopathology,False,,
1,Cancer & Oncology,CXR,Harrison,2997,Chest X-ray shows,A 78-year-old woman with CLL on ibrutinib for 6 months presents with fever and cough. She lives in assisted living due to recurrent falls. CrCl 35 mL/min. Chest X-ray shows RLL inf,Chest X-ray showing right lower lobe pneumonia with consolidation in an elderly immunocompromised patient on ibrutinib,right lower lobe pneumonia chest xray | RLL pneumonia consolidation | lower lobe pneumonia elderly | bacterial pneumonia chest radiograph | right basilar infiltrate chest xray,False,,
1,Cancer & Oncology,CT/MRI+US,Harrison,2996,Chest CT shows,An 85-year-old man with Stage IIIB non-small cell lung cancer completed radiation therapy 2 months ago. His daughter brings him to the ED with chest pain and dyspnea. He recently s,"CT or MRI image showing esophageal fistula or perforation as a complication of radiation therapy for lung cancer, possibly with mediastinal air or fluid collection.",tracheoesophageal fistula CT radiation therapy | esophageal perforation post-radiation CT | bronchoesophageal fistula CT imaging | radiation-induced esophageal fistula | mediastinal air esophageal perforation CT,False,,
1,Cancer & Oncology,CT/MRI,Harrison,3003,CT shows peripheral nodular lesion,"A 79-year-old woman with AML, day 12 of induction chemotherapy, develops fever to 38.9°C. She has been on posaconazole prophylaxis. Neutrophil count is 50. She lives with her daugh",CT scan showing pulmonary invasive fungal infection (aspergillosis or mucormycosis) with halo sign or air-crescent sign in a neutropenic patient,halo sign CT neutropenic fever | invasive pulmonary aspergillosis CT | angioinvasive fungal pneumonia CT halo | neutropenic pneumonia CT nodule halo sign | breakthrough fungal infection CT,False,,
1,Cancer & Oncology,CT/MRI,Harrison,3002,CT chest shows,An 82-year-old man with bladder cancer s/p cystectomy and ileal conduit 6 months ago presents with confusion and falls. His daughter notes he's been having trouble with his ostomy ,"CT or MRI showing hyperammonemic encephalopathy in the setting of ureteral-colonic anastomosis, likely demonstrating ileal conduit complications with hydronephrosis or ureteroenteric stricture",ileal conduit hydronephrosis CT | ureteroenteric stricture CT | ileal conduit obstruction imaging | hyperammonemic encephalopathy urinary diversion | obstructed ileal conduit CT,False,,
1,Infections,CT/MRI,2022,98,דימות CT,"בת82, מתגוררת בביתה. ברקע: מחלת לב איסכמית, יתר לחץ דם, תת פעילות של בלוטת התריס, אוסטיאופורוזיס ומצב לאחר שחזור וקיבוע מפרק הירך מימין לפני כשנתיים על רקע שבר אינטרטרוכנטרי. אושפז",CT or MRI showing osteomyelitis or hardware infection at the site of prior right hip fracture fixation in an elderly patient,osteomyelitis hip hardware infection CT | infected hip arthroplasty CT | hip prosthetic joint infection MRI | postoperative hip osteomyelitis imaging | hardware-associated osteomyelitis femur CT,False,,
1,Infections,CXR,Hazzard,2877,CXR shows,A 76-year-old woman with COPD is admitted with influenza A confirmed by PCR 4 days ago. She's been on oseltamivir 75mg BID but remains febrile with worsening dyspnea. Past medical ,Chest X-ray showing unilateral or bilateral patchy consolidation or multilobar infiltrates consistent with secondary bacterial pneumonia following influenza infection,post-influenza bacterial pneumonia chest xray | secondary bacterial pneumonia CXR | staphylococcal pneumonia consolidation | influenza superinfection pneumonia radiograph | multilobar pneumonia CXR COPD,False,,
1,Infections,CXR,Hazzard,2879,CXR shows,A 77-year-old nursing home resident with moderate vascular dementia is evaluated for cough and fever. Staff report she's been refusing meals and more somnolent for 3 days. Her MOLS,Chest X-ray showing right lower lobe infiltrate consistent with aspiration pneumonia in an elderly patient,aspiration pneumonia chest x-ray | right lower lobe pneumonia CXR | aspiration pneumonia elderly nursing home | right lower lobe infiltrate CXR | aspiration pneumonia radiograph,False,,
1,Infections,CXR,Hazzard,2874,CXR shows,"An 84-year-old man with diabetes, HTN, and mild cognitive impairment (MMSE 22) presents to the ED with 3 days of productive cough, fever, and confusion. His daughter reports he's b",Chest X-ray showing right lower lobe consolidation consistent with community-acquired pneumonia in an elderly patient,right lower lobe pneumonia chest xray | lobar pneumonia consolidation CXR | community acquired pneumonia elderly CXR | bacterial pneumonia right lower lobe,False,,
1,Infections,CXR,Hazzard,2885,CXR shows,"An 80-year-old man is evaluated in the nursing home for new productive cough and confusion. He has severe COPD on home oxygen, CHF, and moderate dementia. Medications include furos",Chest X-ray showing right lower lobe consolidation consistent with pneumonia in an elderly patient with COPD.,right lower lobe pneumonia chest xray | lobar pneumonia CXR elderly | community acquired pneumonia consolidation xray | pneumonia COPD chest radiograph,False,,
1,Cancer & Oncology,ECG,Hazzard,2733,EKG shows,A 78-year-old woman with metastatic ovarian cancer is admitted with nausea and confusion three days after carboplatin/paclitaxel. She takes metoclopramide 10 mg QID for nausea. Lab,"ECG showing prolonged QT interval (QTc >500 ms) with broad T waves, typical of drug-induced long QT syndrome from metoclopramide and chemotherapy.",prolonged QT interval ECG | long QT syndrome ECG | drug-induced QTc prolongation | metoclopramide prolonged QT ECG,True,"<svg viewBox='0 0 800 300' xmlns='http://www.w3.org/2000/svg'><defs><pattern id='grid' width='10' height='10' patternUnits='userSpaceOnUse'><path d='M 10 0 L 0 0 0 10' fill='none' stroke='#ffcccc' stroke-width='0.5'/></pattern><pattern id='grid-major' width='50' height='50' patternUnits='userSpaceOnUse'><path d='M 50 0 L 0 0 0 50' fill='none' stroke='#ffaaaa' stroke-width='1'/></pattern></defs><rect width='800' height='300' fill='white'/><rect width='800' height='300' fill='url(#grid)'/><rect width='800' height='300' fill='url(#grid-major)'/><text x='10' y='20' font-family='Arial' font-size='14' fill='black'>Lead II - Rhythm Strip</text><text x='10' y='290' font-family='Arial' font-size='12' fill='black'>25 mm/sec, 10 mm/mV</text><path d='M 50 150 L 70 150 L 72 130 L 75 170 L 78 140 L 82 150 L 100 150 Q 130 150 145 140 T 180 148 L 240 148 L 242 148 L 244 125 L 247 165 L 250 135 L 254 148 L 272 148 Q 302 148 317 138 T 352 146 L 412 146 L 414 146 L 416 123 L 419 163 L 422 133 L 426 146 L 444 146 Q 474 146 489 136 T 524 144 L 584 144 L 586 144 L 588 121 L 591 161 L 594 131 L 598 144 L 616 144 Q 646 144 661 134 T 696 142 L 750 142' fill='none' stroke='black' stroke-width='2'/><line x1='70' y1='260' x2='244' y2='260' stroke='red' stroke-width='2'/><line x1='70' y1='265' x2='70' y2='255' stroke='red' stroke-width='2'/><line x1='244' y1='265' x2='244' y2='255' stroke='red' stroke-width='2'/><text x='140' y='280' font-family='Arial' font-size='13' fill='red' font-weight='bold'>QTc prolonged (580 ms)</text></svg>",
1,Infections,CT/MRI+US,Harrison,3012,MRI spine shows L3-L4 discitis. Blood cultures grow viridans streptococci. Echo ,"A 77-year-old woman with diabetes and hypertension presents with 4 days of fever and back pain. She takes metformin, lisinopril, and atorvastatin. BP 96/58, T 38.9°C. Cardiac exam ",CT or MRI image showing vertebral osteomyelitis with diskitis and possible epidural abscess in an elderly diabetic patient with fever and back pain.,vertebral osteomyelitis MRI | diskitis epidural abscess | spinal osteomyelitis CT contrast | pyogenic spondylodiskitis imaging | vertebral osteomyelitis diabetes,False,,
1,Infections,Smear/Histopath,Harrison,3024,Gram stain shows,"A 76-year-old woman with diabetes and hypertension presents with fever, headache, and confusion developing over 3 days. She recently ate unpasteurized cheese at a farmer's market. ",Gram stain showing small gram-positive rods (diphtheroids) with characteristic tumbling motility or histopathology showing Listeria monocytogenes in CSF or brain tissue,Listeria monocytogenes gram stain | Listeria CSF gram stain small gram positive rods | Listeria meningitis gram stain | Listeria monocytogenes histopathology brain,False,,
1,Infections,CT/MRI,Harrison,3033,CT head shows,"An 83-year-old woman with moderate dementia, living in assisted living, is brought to the ED with acute confusion and combativeness. Staff report she was her usual self this mornin",CT or MRI brain showing acute subdural hematoma in an elderly patient with dementia presenting with acute confusion and behavioral changes,acute subdural hematoma CT | subdural hematoma elderly CT brain | crescentic subdural hematoma CT | acute SDH brain CT,False,,
1,Infections,CXR,Harrison,3089,CXR shows,"An 86-year-old man with diabetes, CAD, and Stage 3b CKD (eGFR 32) presents to the ED with 3 days of productive cough and fever. CXR shows left lower lobe infiltrate. BP 108/65, HR ",Chest X-ray showing left lower lobe infiltrate/consolidation consistent with community-acquired pneumonia in an elderly patient,left lower lobe pneumonia CXR | LLL consolidation chest xray | community acquired pneumonia left lower lobe | left lower lobe infiltrate radiograph,False,,
1,Infections,CXR,Harrison,3082,CXR shows,"A 76-year-old woman with COPD, CKD stage 3a, and recent hip fracture is transferred from rehabilitation to the ED with fever and hypotension. BP 82/50, HR 110, RR 24, T 38.9°C. She",Chest X-ray showing right lower lobe consolidation with air bronchograms consistent with aspiration pneumonia in an elderly patient with risk factors.,aspiration pneumonia chest xray | right lower lobe pneumonia CXR | healthcare associated pneumonia consolidation | aspiration pneumonia elderly,False,,
1,Infections,CXR,Harrison,3085,CXR shows,An 85-year-old man is evaluated in the hospital for failure to improve after 5 days of antibiotics for healthcare-associated pneumonia. He was admitted from skilled nursing with fe,"Chest X-ray showing a cavitary lesion or lung abscess, likely in the context of healthcare-associated pneumonia not responding to standard antibiotics.",lung abscess chest xray | cavitary pneumonia CXR | necrotizing pneumonia radiograph | MRSA cavitary pneumonia | healthcare-associated pneumonia cavity,False,,
1,Cancer & Oncology,ECG+US,Harrison,2994,ECG shows,An 81-year-old man with multiple myeloma on lenalidomide presents to clinic with progressive dyspnea over 2 weeks. He stopped playing weekly bridge due to fatigue (functional decli,ECG showing low voltage QRS complexes and echocardiogram demonstrating pericardial effusion with or without evidence of cardiac tamponade in a patient with lenalidomide-associated pericardial disease.,low voltage QRS ECG pericardial effusion | cardiac tamponade echocardiogram | pericardial effusion parasternal long axis | electrical alternans ECG | lenalidomide pericardial effusion,True,"<svg viewBox='0 0 600 200' xmlns='http://www.w3.org/2000/svg'><style>.grid{stroke:#faa;stroke-width:0.5;}.grid-bold{stroke:#f88;stroke-width:1;}.trace{stroke:#000;stroke-width:2;fill:none;}.label{font-family:Arial,sans-serif;font-size:12px;}</style><defs><pattern id='smallgrid' width='5' height='5' patternUnits='userSpaceOnUse'><path d='M 5 0 L 0 0 0 5' class='grid'/></pattern><pattern id='biggrid' width='25' height='25' patternUnits='userSpaceOnUse'><rect width='25' height='25' fill='url(#smallgrid)'/><path d='M 25 0 L 0 0 0 25' class='grid-bold'/></pattern></defs><rect width='600' height='200' fill='url(#biggrid)'/><path class='trace' d='M 10 100 L 40 100 L 42 98 L 44 100 L 46 102 L 48 100 L 90 100 L 92 96 L 94 104 L 96 100 L 140 100 L 142 98 L 144 100 L 146 102 L 148 100 L 190 100 L 192 96 L 194 104 L 196 100 L 240 100 L 242 98 L 244 100 L 246 102 L 248 100 L 290 100 L 292 96 L 294 104 L 296 100 L 340 100 L 342 98 L 344 100 L 346 102 L 348 100 L 390 100 L 392 96 L 394 104 L 396 100 L 440 100 L 442 98 L 444 100 L 446 102 L 448 100 L 490 100 L 492 96 L 494 104 L 496 100 L 540 100'/><text x='10' y='20' class='label'>Low Voltage QRS (&lt;5mm in limb leads)</text><text x='10' y='190' class='label'>Lead II</text><text x='550' y='190' class='label'>25mm/s</text></svg>",
1,Geriatric Emergency Medicine,CXR,Hazzard,1842,CXR shows,"An 88-year-old nursing home resident with advanced dementia, CHF (EF 25%), and CKD stage 3 (eGFR 42) arrives at the ED with dyspnea. He has a POLST form indicating DNR/DNI but full","Chest X-ray showing pulmonary edema with bilateral interstitial infiltrates, cardiomegaly, Kerley B lines, and pleural effusions in a patient with decompensated heart failure",pulmonary edema chest xray | CHF cardiomegaly bilateral infiltrates | congestive heart failure CXR Kerley B lines | acute decompensated heart failure radiograph | cardiogenic pulmonary edema pleural effusions,False,,
1,Geriatric Emergency Medicine,CT/MRI,Hazzard,1841,CT head shows,A 78-year-old woman is brought to the ED by her son who reports she has been unable to manage her finances or medications for 2 weeks. She was independent in all IADLs one month ag,"CT or MRI brain showing bilateral symmetric caudate and putamen hypodensities or T2 hyperintensities consistent with acute carbon monoxide poisoning globus pallidus necrosis, or chronic subdural hematoma causing subacute functional decline in an elderly patient.",chronic subdural hematoma CT elderly | bilateral subdural hematoma CT | carbon monoxide poisoning MRI globus pallidus | bilateral basal ganglia T2 hyperintensity | subacute subdural hematoma mixed density CT,False,,
1,Geriatric Emergency Medicine,CT/MRI,Hazzard,2411,"MRI shows cavum septum pellucidum, mild generalized atrophy. Which finding","A 79-year-old retired boxer with 'mild forgetfulness' is evaluated for personality changes. His wife reports increased irritability, poor judgment with finances, and getting lost d","CT or MRI showing frontotemporal atrophy with prominent sulci and ventricular enlargement in the frontal and temporal lobes, characteristic of frontotemporal dementia in a patient with history of repetitive head trauma.",frontotemporal dementia MRI | frontotemporal atrophy CT | chronic traumatic encephalopathy imaging | frontotemporal lobar degeneration MRI | frontal lobe atrophy CT boxer,False,,
1,Infections,CXR,Harrison,3031,CXR shows,"An 80-year-old man with hypertension and COPD presents with 2 days of fever, confusion, and productive cough. CXR shows right lower lobe infiltrate. He's admitted for pneumonia and",Chest X-ray showing right lower lobe consolidation/infiltrate consistent with bacterial pneumonia in an elderly patient,right lower lobe pneumonia chest x-ray | RLL consolidation CXR | bacterial pneumonia right lower lobe infiltrate | lobar pneumonia chest radiograph,False,,
1,Geriatric Emergency Medicine,CT/MRI,Hazzard,2413,CT shows no acute finding,"A 77-year-old woman with moderate AD (MMSE 18) falls at her assisted living facility, striking her occiput on concrete. Initial GCS 15, no focal deficits. CT shows no acute finding","CT head showing a crescent-shaped acute subdural hematoma along the cerebral convexity, which may develop days after the initial trauma in an elderly patient on anticoagulation or with brain atrophy.",acute subdural hematoma CT head | crescent subdural hematoma elderly | subacute subdural hematoma CT brain atrophy | delayed subdural hematoma geriatric CT,False,,
1,Cancer & Oncology,ECG+US,Harrison,3001,ECG shows,A 77-year-old woman with metastatic NSCLC on pembrolizumab presents with chest pain and dyspnea. She recently stopped driving due to weakness. Echo shows small pericardial effusion,"ECG showing low voltage QRS complexes (amplitude <5mm in limb leads, <10mm in precordial leads) consistent with pericardial effusion from immune checkpoint inhibitor-induced pericarditis.",low voltage QRS ECG pericardial effusion | electrical alternans pericarditis ECG | pembrolizumab pericarditis ECG low voltage | immune checkpoint inhibitor myocarditis pericarditis ECG,True,<svg viewBox='0 0 800 400' xmlns='http://www.w3.org/2000/svg'><defs><pattern id='grid' width='5' height='5' patternUnits='userSpaceOnUse'><path d='M 5 0 L 0 0 0 5' fill='none' stroke='#ffcccc' stroke-width='0.5'/></pattern><pattern id='grid-bold' width='25' height='25' patternUnits='userSpaceOnUse'><path d='M 25 0 L 0 0 0 25' fill='none' stroke='#ffaaaa' stroke-width='1'/></pattern></defs><rect width='800' height='400' fill='url(#grid)'/><rect width='800' height='400' fill='url(#grid-bold)'/><text x='20' y='30' font-family='Arial' font-size='14' font-weight='bold'>Lead I</text><path d='M 50 100 L 90 100 Q 95 100 95 95 L 95 93 L 97 88 L 99 97 L 101 93 L 103 100 Q 103 102 108 102 L 200 102' stroke='#000' stroke-width='1.5' fill='none'/><text x='20' y='170' font-family='Arial' font-size='14' font-weight='bold'>Lead II</text><path d='M 50 240 L 90 240 Q 95 240 95 236 L 95 234 L 97 230 L 99 238 L 101 234 L 103 240 Q 103 242 108 242 L 200 242' stroke='#000' stroke-width='1.5' fill='none'/><text x='20' y='310' font-family='Arial' font-size='14' font-weight='bold'>Lead III</text><path d='M 50 380 L 90 380 Q 95 380 95 378 L 95 377 L 97 374 L 99 379 L 101 377 L 103 380 Q 103 381 108 381 L 200 381' stroke='#000' stroke-width='1.5' fill='none'/><text x='420' y='30' font-family='Arial' font-size='14' font-weight='bold'>V1</text><path d='M 450 100 L 490 100 Q 495 100 495 102 L 495 103 L 497 106 L 499 101 L 501 103 L 503 100 Q 503 99 508 99 L 600 99' stroke='#000' stroke-width='1.5' fill='none'/><text x='420' y='170' font-family='Arial' font-size='14' font-weight='bold'>V3</text><path d='M 450 240 L 490 240 Q 495 240 495 238 L 495 237 L 497 234 L 499 239 L 501 237 L 503 240 Q 503 241 508 241 L 600 241' stroke='#000' stroke-width='1.5' fill='none'/><text x='420' y='310' font-family='Arial' font-size='14' font-weight='bold'>V5</text><path d='M 450 380 L 490 380 Q 495 380 495 377 L 495 376 L 497 372 L 499 378 L 501 376 L 503 380 Q 503 381 508 381 L 600 381' stroke='#000' stroke-width='1.5' fill='none'/><text x='650' y='200' font-family='Arial' font-size='12' fill='#cc0000'>Low voltage QRS</text><text x='650' y='220' font-family='Arial' font-size='12' fill='#cc0000'>&lt;5mm limb leads</text></svg>,
1,Geriatric Emergency Medicine,CT/MRI,Hazzard,2415,"CT head negative. Labs: Na 128, glucose 92, Cr 1.4 (baseline 0.9). Which finding","A 78-year-old woman presents to ED after being found on floor by neighbor, last seen normal 12 hours prior. She's confused, repeatedly asking 'where's my mother?' (deceased 20 year",CT or MRI brain showing acute stroke in the right hemisphere (particularly involving right middle cerebral artery territory) causing left-sided deficits and confusional state with reduplicative paramnesia,right MCA stroke CT | right hemisphere infarct CT | acute right middle cerebral artery infarction | right hemispheric stroke MRI DWI | right MCA territory ischemia CT,False,,
